"","LATITUDE","LONGITUDE","value_mean","OMI_mean_filt","elevation","pop1k","RSp","temperature_2m_1","temperature_2m_10","temperature_2m_11","temperature_2m_12","temperature_2m_2","temperature_2m_3","temperature_2m_4","temperature_2m_5","temperature_2m_6","temperature_2m_7","temperature_2m_8","temperature_2m_9","wind_speed_10m_1","wind_speed_10m_10","wind_speed_10m_11","wind_speed_10m_12","wind_speed_10m_2","wind_speed_10m_3","wind_speed_10m_4","wind_speed_10m_5","wind_speed_10m_6","wind_speed_10m_7","wind_speed_10m_8","wind_speed_10m_9","pop5k","pop3k","country","ROAD_1_25","ROAD_1_50","ROAD_1_100","ROAD_1_300","ROAD_1_500","ROAD_1_800","ROAD_1_1000","ROAD_1_3000","ROAD_1_5000","ROAD_2_25","ROAD_2_50","ROAD_2_100","ROAD_2_300","ROAD_2_500","ROAD_2_800","ROAD_2_1000","ROAD_2_3000","ROAD_2_5000","ROAD_3_25","ROAD_3_50","ROAD_3_100","ROAD_3_300","ROAD_3_500","ROAD_3_800","ROAD_3_1000","ROAD_3_3000","ROAD_3_5000","ROAD_4_25","ROAD_4_50","ROAD_4_100","ROAD_4_300","ROAD_4_500","ROAD_4_800","ROAD_4_1000","ROAD_4_3000","ROAD_4_5000","ROAD_5_25","ROAD_5_50","ROAD_5_100","ROAD_5_300","ROAD_5_500","ROAD_5_800","ROAD_5_1000","ROAD_5_3000","ROAD_5_5000","I_1_25","I_1_50","I_1_100","I_1_300","I_1_500","I_1_800","I_1_1000","I_1_3000","I_1_5000","Tropomi_2018","day_value","night_value","ID"
"1",-36.923329603,-73.0361323009,11.5285014337365,934198403661824,25,5739.63916015625,0.795045554637909,17.5371837615967,12.0447483062744,13.8609046936035,14.7503814697266,17.1499404907227,15.7954330444336,14.6928873062134,12.4167728424072,11.3480472564697,10.188006401062,10.264102935791,10.7595720291138,9.0672664642334,7.06942272186279,7.89648723602295,7.81078243255615,7.25336408615112,6.55116510391235,5.29311418533325,5.78161001205444,7.0107946395874,6.72660303115845,6.40526533126831,6.96134042739868,132641.9375,96962.34375,"CL",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1866.01,17200.83,33252.89,0,0,0,296.74,751.03,1355.46,1786.97,8273.22,10135.68,0,0,0,122.79,456.21,2342.92,4268.7,11295.48,15747.88,10.92,35.94,110.99,1432.28,4164.27,10507.03,14070.28,67745.76,95521.34,0,0,0,0,0,0,0,22500,22500,160.08332824707,10.7274334377447,12.8986313394018,1
"2",-34.0666667,150.7952778,4.23259731963923,2457378154872832,81,694.897644042969,0.813305616378784,22.7708950042725,16.0947437286377,16.6561622619629,20.724760055542,21.6937141418457,19.1842384338379,14.4155597686768,11.6980886459351,9.18692207336426,8.81997108459473,9.69253730773926,13.1861867904663,2.81214475631714,2.55614876747131,2.60358858108521,2.61500096321106,2.69354510307312,2.82087182998657,2.33506107330322,2.11374974250793,2.25853085517883,2.9179892539978,3.52933669090271,3.79204607009888,98131.5,42624.92578125,"AU",0,0,0,0,0,60.26,4392.22,21595.12,35879.6,0,0,0,1068.89,1934,3330.8,3943.93,15546.73,29308.38,0,0,0,0,0,2320.87,5462.06,35407.72,82583.62,0,0,0,0,270.45,2255.66,4372.62,34846.2,87576.8,0,27.78,229.24,2012.91,5122.67,9880.9,14551.14,127961.63,389432.25,0,0,0,0,0,0,40000,505625,2071875,376.75,3.94624878322726,4.72416660720656,2
"3",-34.0416667,150.6902778,4.12467709099828,1899106494578688,68,64.3111343383789,0.70145982503891,22.7708950042725,16.0947437286377,16.6561622619629,20.724760055542,21.6937141418457,19.1842384338379,14.4155597686768,11.6980886459351,9.18692207336426,8.81997108459473,9.69253730773926,13.1861867904663,2.81214475631714,2.55614876747131,2.60358858108521,2.61500096321106,2.69354510307312,2.82087182998657,2.33506107330322,2.11374974250793,2.25853085517883,2.9179892539978,3.52933669090271,3.79204607009888,33944.8515625,10956.220703125,"AU",0,0,0,0,0,0,0,0,10423.36,0,0,0,0,0,0,0,0,16477.82,0,0,0,0,216.97,1045.59,1461.9,20166.29,56317.94,0,0,0,0,0,0,0,7344.31,28486.03,0,0,0,0,0,0,223.6,44524.88,185980.66,0,0,0,0,0,0,0,0,0,299.25,3.71133847850055,4.85896554124609,3
"4",-33.9333333,151.2419444,17.9269043255132,2836467000803328,48,8585.1611328125,1.22951102256775,24.304651260376,18.0597095489502,18.3336563110352,22.6508331298828,23.6164054870605,20.9073905944824,16.3788356781006,13.7340784072876,11.6372117996216,10.6716384887695,11.8012409210205,15.3760595321655,3.53761625289917,3.24134111404419,3.11848974227905,3.27759218215942,3.37090563774109,3.85716390609741,2.95692586898804,2.57248401641846,2.87099695205688,3.33912968635559,4.08675479888916,4.05341243743896,213879.171875,97442.890625,"AU",0,0,0,0,0,0,0,4105.33,21040.5,0,0,0,0,2411.31,4499.11,6055.3,35416.74,100249.59,0,0,0,0,0,0,409.96,18635.18,42457.86,0,0,0,397.35,1428.56,3496.5,5862.53,49376.03,105140.93,0,0,148.63,1955.68,3921.2,14526.58,25797.01,159478.81,329585.56,0,0,0,0,0,0,0,1116250,6251875,527.833312988281,16.0390563494203,21.5461216517857,4
"5",-33.9327778,150.9058333,5.37364147734175,2750748580380672,28,2390.86401367188,1.06108891963959,23.3221683502197,16.5547008514404,16.914888381958,21.4096221923828,22.3565940856934,19.3753242492676,14.349609375,11.5915546417236,9.24948978424072,8.58830070495605,9.64180660247803,13.4702787399292,2.75575399398804,2.51385569572449,2.46171641349792,2.52504420280457,2.54675030708313,2.78506827354431,2.27978920936584,2.04438018798828,2.21668529510498,2.87054944038391,3.36933922767639,3.60541939735413,151618.859375,66397.4140625,"AU",0,0,0,0,0,1637.32,4227.4,38348.7,79981.24,0,0,0,0,0,2131.38,3104.94,16219.43,39358.07,0,0,0,0,0,236.35,438.37,7187.36,25066.74,0,0,151.76,578.79,1167.73,2194.33,4018.35,33086.68,83709.54,0,10.75,138.49,1903.64,6106.7,16047.68,25094.92,168827.22,502121.09,0,0,0,0,0,0,0,4033125,5679375,554.833312988281,4.90258925634935,6.14919163524168,5
"6",-33.9177778,151.1347222,4.81697215128303,2836467000803328,18,3198.1416015625,1.29371106624603,24.304651260376,18.0597095489502,18.3336563110352,22.6508331298828,23.6164054870605,20.9073905944824,16.3788356781006,13.7340784072876,11.6372117996216,10.6716384887695,11.8012409210205,15.3760595321655,3.53761625289917,3.24134111404419,3.11848974227905,3.27759218215942,3.37090563774109,3.85716390609741,2.95692586898804,2.57248401641846,2.87099695205688,3.33912968635559,4.08675479888916,4.05341243743896,293966.625,118766.671875,"AU",0,0,0,0,0,0,0,23739.06,70454.63,0,0,0,0,0,0,0,14066.71,50152.46,0,0,0,669.77,1143.77,3096.98,5824.01,27126.59,78896.34,0,0,44.17,510.02,745.71,1107.44,3032.8,26942.91,61654.49,0,25.38,254,1895.94,3920.99,13979.79,23429.71,239070.88,630516.19,0,0,0,0,0,0,0,288125,2040000,527.833312988281,4.43669806144844,5.43933927958833,6
"7",-33.8938889,151.0452778,6.03023654199887,2836467000803328,46,1336.16479492188,1.3437647819519,24.304651260376,18.0597095489502,18.3336563110352,22.6508331298828,23.6164054870605,20.9073905944824,16.3788356781006,13.7340784072876,11.6372117996216,10.6716384887695,11.8012409210205,15.3760595321655,3.53761625289917,3.24134111404419,3.11848974227905,3.27759218215942,3.37090563774109,3.85716390609741,2.95692586898804,2.57248401641846,2.87099695205688,3.33912968635559,4.08675479888916,4.05341243743896,293909.15625,97409.984375,"AU",0,0,0,0,0,4081.52,6307.45,38876.86,98748.19,0,0,0,0,0,545.15,849.81,4222.92,18352.74,0,0,0,0,0,0,1273.75,19925.66,66073.34,0,0,0,0,0,94.19,983.75,30489.14,71642.14,0,0,301.05,1767.54,3395.16,6640.1,10853.9,169527.75,562117.06,3125,8125,30625,245625,626875,1317500,1514375,3288750,5760625,564.416687011719,4.90547183098592,8.00295929630908,7
"8",-33.8658333,151.1625,4.37964020375207,2836467000803328,22,3011.55493164062,1.28463912010193,24.304651260376,18.0597095489502,18.3336563110352,22.6508331298828,23.6164054870605,20.9073905944824,16.3788356781006,13.7340784072876,11.6372117996216,10.6716384887695,11.8012409210205,15.3760595321655,3.53761625289917,3.24134111404419,3.11848974227905,3.27759218215942,3.37090563774109,3.85716390609741,2.95692586898804,2.57248401641846,2.87099695205688,3.33912968635559,4.08675479888916,4.05341243743896,388154.03125,148922.984375,"AU",0,0,0,0,0,2180.44,3494.68,29530.24,85295.73,0,0,0,0,729.35,1455.93,1800.78,18521.92,57237.97,0,0,0,0,0,102.67,2465.31,19088.92,60818.86,0,0,0,0,0,56.83,328.17,17857.24,65444.68,0,0,0,0,2926.98,12951.17,20342.58,229424.47,577244.94,0,0,0,0,0,0,0,788750,1191250,457,4.07648674064321,4.85338650737877,8
"9",-33.7972222,150.7658333,4.41767774839446,2750748580380672,31,180.048797607422,0.924670100212097,23.3221683502197,16.5547008514404,16.914888381958,21.4096221923828,22.3565940856934,19.3753242492676,14.349609375,11.5915546417236,9.24948978424072,8.58830070495605,9.64180660247803,13.4702787399292,2.75575399398804,2.51385569572449,2.46171641349792,2.52504420280457,2.54675030708313,2.78506827354431,2.27978920936584,2.04438018798828,2.21668529510498,2.87054944038391,3.36933922767639,3.60541939735413,88711.8359375,32114.984375,"AU",0,0,0,0,0,0,0,14829.59,40681.33,0,0,0,0,0,0,0,0,0,0,0,0,93.75,807.97,1434.29,1865.71,11935.57,28747.44,0,0,0,0,214.34,623.84,2003.08,19196.79,41498.52,0,0,0,0,975.31,4648.47,8281.12,119448.62,274337.88,0,0,0,0,0,0,0,106875,1926250,466.916656494141,4.27754124595161,4.6235403508772,9
"10",-33.7947222,150.9125,4.93505733200088,2750748580380672,69,4023.4970703125,0.994129300117493,23.3221683502197,16.5547008514404,16.914888381958,21.4096221923828,22.3565940856934,19.3753242492676,14.349609375,11.5915546417236,9.24948978424072,8.58830070495605,9.64180660247803,13.4702787399292,2.75575399398804,2.51385569572449,2.46171641349792,2.52504420280457,2.54675030708313,2.78506827354431,2.27978920936584,2.04438018798828,2.21668529510498,2.87054944038391,3.36933922767639,3.60541939735413,169233.40625,58823.03125,"AU",0,0,0,0,0,0,2976.45,31211.4,50475.82,0,0,0,0,0,1269.6,1789.89,21639.58,40863.55,0,0,0,0,0,357.39,635.35,17851.54,54318.89,0,0,0,0,346.45,1972.19,2450.27,20129.54,47928.8,6.27,50.49,177.95,2511.64,8009.39,18684.15,27888.76,143877.48,404447.72,0,0,0,0,0,20625,90625,3836875,11520625,567.25,4.43164661512352,5.82884852734922,10
